object_name,type,M,R,C,Lambda,log10_Lambda,log10_P1,gamma1,gamma2,gamma3,P_c_cgs
PSR_J0030_Riley,NICER,1.1646982943570703,14.024246236692274,0.122632094511572,3568.2507559628743,3.552455366473254,34.38,3.0,2.98,2.85,1.1646982943570702e+35
PSR_J0030_Riley,NICER,1.4586547920564572,11.664204426986052,0.18465779083184825,294.73470609509025,2.469431278632824,34.38,3.0,2.98,2.85,1.4586547920564572e+35
PSR_J0030_Riley,NICER,1.129722340581158,13.384885657870312,0.1246313463344999,3484.11999886328,3.5420931044144677,34.38,3.0,2.98,2.85,1.129722340581158e+35
PSR_J0030_Riley,NICER,1.191419551230397,12.058757610956814,0.14589230700795103,1255.5412944411842,3.098831001121434,34.38,3.0,2.98,2.85,1.1914195512303968e+35
PSR_J0030_Riley,NICER,1.2644786518825701,10.926737054273948,0.1708800035358191,463.0998560144076,2.6656746459644007,34.38,3.0,2.98,2.85,1.2644786518825701e+35
PSR_J0030_Riley,NICER,1.1806544429410843,13.25463129523046,0.1315301723598406,2202.3002597398854,3.342876530011925,34.38,3.0,2.98,2.85,1.1806544429410843e+35
PSR_J0030_Riley,NICER,1.572490160752631,11.809258713813328,0.1966235507083292,175.9020404242531,2.245270877205354,34.38,3.0,2.98,2.85,1.5724901607526308e+35
PSR_J0030_Riley,NICER,1.4620275826054505,11.294506036100952,0.1911430709274057,219.99924915859393,2.342421198609316,34.38,3.0,2.98,2.85,1.4620275826054504e+35
PSR_J0030_Riley,NICER,1.5360714131423643,10.86139428025459,0.20883152619320378,117.73813083796705,2.070917136850702,34.38,3.0,2.98,2.85,1.5360714131423643e+35
PSR_J0030_Riley,NICER,1.3789824191372637,13.609096302543907,0.14962345430650392,1004.6069447472237,3.001996176068178,34.38,3.0,2.98,2.85,1.3789824191372637e+35
PSR_J0030_Riley,NICER,1.1419315080373587,13.310232800459433,0.12668483774793807,2905.169682191111,3.463171503296804,34.38,3.0,2.98,2.85,1.1419315080373585e+35
PSR_J0030_Riley,NICER,1.3775739275518815,13.108415440921522,0.1551797159596511,825.3280758987008,2.9166266191315007,34.38,3.0,2.98,2.85,1.3775739275518815e+35
PSR_J0030_Riley,NICER,1.3748380545741505,13.047033344293485,0.1556001485263783,810.0462669087162,2.9085098249148302,34.38,3.0,2.98,2.85,1.3748380545741504e+35
PSR_J0030_Riley,NICER,1.6198661766717135,13.254907859048556,0.18045655370639446,302.4968442594,2.4807208483178176,34.38,3.0,2.98,2.85,1.6198661766717134e+35
PSR_J0030_Riley,NICER,1.4384830412950746,11.58911607923858,0.1832840480737821,301.0953321529173,2.478704022746422,34.38,3.0,2.98,2.85,1.4384830412950745e+35
PSR_J0030_Riley,NICER,1.5137893368511106,11.766215333895534,0.18997606353757443,237.8186474974091,2.3762459048987936,34.38,3.0,2.98,2.85,1.5137893368511106e+35
PSR_J0030_Riley,NICER,1.4019171390404748,13.655369183993665,0.15159648582618263,1081.5069623337538,3.034029319608118,34.38,3.0,2.98,2.85,1.4019171390404747e+35
PSR_J0030_Riley,NICER,1.3031917825995696,11.843203410988888,0.16248354255996944,610.6150165739896,2.7857674804982286,34.38,3.0,2.98,2.85,1.3031917825995695e+35
PSR_J0030_Riley,NICER,1.2176284572551843,12.62133303417378,0.14245568911790246,1467.2199414784327,3.166495221008055,34.38,3.0,2.98,2.85,1.2176284572551843e+35
PSR_J0030_Riley,NICER,1.381503619899503,13.661260736391428,0.14932464187376845,1084.7601845086838,3.0353337362892963,34.38,3.0,2.98,2.85,1.3815036198995029e+35
PSR_J0030_Riley,NICER,1.5580301115735975,12.405644641776352,0.18544996047966564,303.91638072355227,2.4827541086555445,34.38,3.0,2.98,2.85,1.5580301115735974e+35
PSR_J0030_Riley,NICER,1.433850102164751,11.724268810121275,0.18058772183269148,302.9531803671148,2.4813755160292423,34.38,3.0,2.98,2.85,1.4338501021647509e+35
PSR_J0030_Riley,NICER,1.412370862286478,12.453017796875272,0.16747283627922704,544.9068976670575,2.7363223054261883,34.38,3.0,2.98,2.85,1.4123708622864778e+35
PSR_J0030_Riley,NICER,1.4109856436860317,12.626246750444597,0.1650131510462241,554.3167624260617,2.7437580117677642,34.38,3.0,2.98,2.85,1.4109856436860317e+35
PSR_J0030_Riley,NICER,1.1127729162971205,12.196507805122927,0.13472285687516292,2093.883962564569,3.3209526105738467,34.38,3.0,2.98,2.85,1.1127729162971205e+35
PSR_J0030_Riley,NICER,1.3721140616195306,11.277400404481215,0.1796600224580837,334.2013998361136,2.524008264647218,34.38,3.0,2.98,2.85,1.3721140616195306e+35
PSR_J0030_Riley,NICER,1.3977976069593256,11.693563948368698,0.17650931621491736,375.6649712020718,2.574800701257466,34.38,3.0,2.98,2.85,1.3977976069593255e+35
PSR_J0030_Riley,NICER,1.3487313077669,11.395584157494785,0.17476685899371544,405.2330115554877,2.6077048171236172,34.38,3.0,2.98,2.85,1.3487313077669001e+35
PSR_J0030_Riley,NICER,1.4241176789552352,13.95550892965157,0.15068514270306557,1079.2841391731347,3.0331357948497475,34.38,3.0,2.98,2.85,1.4241176789552353e+35
PSR_J0030_Riley,NICER,1.1333495948064365,11.63150120409761,0.14387931404553508,1393.843921666778,3.144214145531115,34.38,3.0,2.98,2.85,1.1333495948064365e+35
PSR_J0030_Riley,NICER,1.4170678926368314,13.302304839251956,0.1573019103600449,935.8213517042486,2.9711929498340925,34.38,3.0,2.98,2.85,1.4170678926368314e+35
PSR_J0030_Riley,NICER,1.4256335766039752,14.01590048620769,0.1501955774506274,1095.9047299328884,3.0397728013538075,34.38,3.0,2.98,2.85,1.425633576603975e+35
PSR_J0030_Riley,NICER,1.4377086876958698,12.347440368663603,0.17193496103507946,460.11669253876283,2.662867989287336,34.38,3.0,2.98,2.85,1.4377086876958697e+35
PSR_J0030_Riley,NICER,1.2240762178193643,12.437658602248991,0.14532491022702082,1248.1408466710443,3.0962635961481597,34.38,3.0,2.98,2.85,1.2240762178193642e+35
PSR_J0030_Riley,NICER,1.3522811209079484,15.371857351674535,0.12990051540078368,2248.9030195775304,3.3519707275697113,34.38,3.0,2.98,2.85,1.3522811209079483e+35
PSR_J0030_Riley,NICER,1.4429390285561772,10.855376748131901,0.19627876401689273,176.7148028896824,2.247272930627512,34.38,3.0,2.98,2.85,1.4429390285561772e+35
PSR_J0030_Riley,NICER,1.503342589545105,12.783922021959784,0.17364571992677333,392.9910614287442,2.594382672471305,34.38,3.0,2.98,2.85,1.5033425895451048e+35
PSR_J0030_Riley,NICER,1.2327044436110048,13.491537411274878,0.13491733512304496,1918.3245901360194,3.282922093855531,34.38,3.0,2.98,2.85,1.2327044436110048e+35
PSR_J0030_Riley,NICER,1.3724687884372964,12.762407615889387,0.15879619813456236,715.2046131145148,2.8544303070234833,34.38,3.0,2.98,2.85,1.3724687884372963e+35
PSR_J0030_Riley,NICER,1.661591613398799,13.439006875665713,0.18256913179609868,267.3209850388074,2.4270330527663733,34.38,3.0,2.98,2.85,1.6615916133987987e+35
PSR_J0030_Riley,NICER,1.3679681472154142,11.948945565516354,0.16905056916967617,516.1685144524826,2.712791509668165,34.38,3.0,2.98,2.85,1.3679681472154142e+35
PSR_J0030_Riley,NICER,1.221121889235095,12.578053092313066,0.1433559845030528,1424.0816673604684,3.1535348956681086,34.38,3.0,2.98,2.85,1.2211218892350949e+35
PSR_J0030_Riley,NICER,1.4698632791255184,11.329659131885858,0.19157124931428565,210.61215705710646,2.3234834361297843,34.38,3.0,2.98,2.85,1.4698632791255184e+35
PSR_J0030_Riley,NICER,1.2687582033258566,11.958671382540231,0.1566629017095989,876.0422838987063,2.942525068748783,34.38,3.0,2.98,2.85,1.2687582033258565e+35
PSR_J0030_Riley,NICER,1.4007472566441435,11.2599834525147,0.18369285461301532,298.46046513608775,2.4748868114775604,34.38,3.0,2.98,2.85,1.4007472566441435e+35
PSR_J0030_Riley,NICER,1.6583234295518952,13.89733504963382,0.17620082746614915,348.49946102752307,2.5422021107756247,34.38,3.0,2.98,2.85,1.658323429551895e+35
PSR_J0030_Riley,NICER,1.2673648890700624,14.166947821564618,0.13209780823669728,2171.917508116473,3.336843326234415,34.38,3.0,2.98,2.85,1.2673648890700624e+35
PSR_J0030_Riley,NICER,1.4065729142219343,13.600829161443738,0.15270986721543664,900.3287402290939,2.9544011138829154,34.38,3.0,2.98,2.85,1.4065729142219343e+35
PSR_J0030_Riley,NICER,1.33107119659073,8.982542558920567,0.21881255490509174,78.82924215618118,1.8966873513888294,34.38,3.0,2.98,2.85,1.33107119659073e+35
PSR_J0030_Riley,NICER,1.302114777291026,11.275049340740424,0.17053010185054304,505.9165761957084,2.7040789091622544,34.38,3.0,2.98,2.85,1.3021147772910258e+35
PSR_J0030_Riley,NICER,1.1254787933059052,12.20394884029847,0.1361780693747069,1897.6675811758666,3.2782201383837544,34.38,3.0,2.98,2.85,1.1254787933059052e+35
PSR_J0030_Riley,NICER,1.5561909933599174,11.058758526143645,0.20779101153762644,127.95392090659304,2.107053598562455,34.38,3.0,2.98,2.85,1.5561909933599174e+35
PSR_J0030_Riley,NICER,1.3415349591529382,11.581265051294857,0.17104730201053106,469.1700200225812,2.6713302529005563,34.38,3.0,2.98,2.85,1.3415349591529382e+35
PSR_J0030_Riley,NICER,1.3698589543360207,12.019750591267387,0.1682870244809745,511.6219901365585,2.7089492027138116,34.38,3.0,2.98,2.85,1.3698589543360206e+35
PSR_J0030_Riley,NICER,1.2822029604707361,12.840544947038936,0.14744958508603553,1209.9432230840264,3.082764991407494,34.38,3.0,2.98,2.85,1.282202960470736e+35
PSR_J0030_Riley,NICER,1.5779025224218028,11.286512176349124,0.20643847913490931,140.22412939690784,2.146822752305783,34.38,3.0,2.98,2.85,1.5779025224218028e+35
PSR_J0030_Riley,NICER,1.0471868300716247,12.53544714070908,0.12335438053990641,3425.454905965122,3.5347182546697593,34.38,3.0,2.98,2.85,1.0471868300716246e+35
PSR_J0030_Riley,NICER,1.382148780160255,11.993895552206318,0.17016285642405637,469.4308540538249,2.6715716308632373,34.38,3.0,2.98,2.85,1.3821487801602549e+35
PSR_J0030_Riley,NICER,1.2660498598011751,12.032230529514157,0.15537276707525305,883.7799225779971,2.9463441311789453,34.38,3.0,2.98,2.85,1.2660498598011751e+35
PSR_J0030_Riley,NICER,1.3935523228947573,11.913153965450249,0.17272959702937837,449.42657827659576,2.6526587522343053,34.38,3.0,2.98,2.85,1.3935523228947573e+35
PSR_J0030_Riley,NICER,1.3860949281314914,13.644791436664805,0.15000174369130842,1087.5424744519376,3.036446227520815,34.38,3.0,2.98,2.85,1.3860949281314913e+35
PSR_J0030_Riley,NICER,1.2156507483616892,12.065791803773486,0.1487726947097565,1150.3786497458584,3.0608408129000693,34.38,3.0,2.98,2.85,1.2156507483616891e+35
PSR_J0030_Riley,NICER,1.4315555398150197,12.68596316694123,0.16663068924974078,546.7472297099047,2.7377865912071604,34.38,3.0,2.98,2.85,1.4315555398150197e+35
PSR_J0030_Riley,NICER,1.5316497343682638,12.029692902838796,0.1880074911894431,250.34969258397047,2.398547062444865,34.38,3.0,2.98,2.85,1.5316497343682638e+35
PSR_J0030_Riley,NICER,1.3096711021349159,12.459666616288697,0.15521227257812034,900.1361998199139,2.954308227611476,34.38,3.0,2.98,2.85,1.309671102134916e+35
PSR_J0030_Riley,NICER,1.4638124523482046,13.645536081400735,0.15840360824573377,799.9459501836037,2.9030606440794346,34.38,3.0,2.98,2.85,1.4638124523482044e+35
PSR_J0030_Riley,NICER,1.3431505762449139,13.49424591698921,0.14697596396126333,1175.8304042345756,3.0703446858416528,34.38,3.0,2.98,2.85,1.3431505762449139e+35
PSR_J0030_Riley,NICER,1.3886249528732664,12.560335487477163,0.16325028959512794,623.1065767195747,2.794562335138483,34.38,3.0,2.98,2.85,1.3886249528732664e+35
PSR_J0030_Riley,NICER,1.4292735538155372,11.769046214281508,0.17932643904715936,370.57496246149856,2.568876073287958,34.38,3.0,2.98,2.85,1.4292735538155372e+35
PSR_J0030_Riley,NICER,1.1890973927750448,11.31368309529411,0.15519711798112254,903.2183213694645,2.9557927384706737,34.38,3.0,2.98,2.85,1.1890973927750447e+35
PSR_J0030_Riley,NICER,1.4587494040944404,13.42773778960998,0.16041614466670578,715.0724468963167,2.8543500441694873,34.38,3.0,2.98,2.85,1.4587494040944403e+35
PSR_J0030_Riley,NICER,1.338162984072963,11.678157472791295,0.16920177712866455,494.0628306202036,2.6937821822364283,34.38,3.0,2.98,2.85,1.3381629840729629e+35
PSR_J0030_Riley,NICER,1.2384257432731833,13.831387693430415,0.13221308875416166,2223.7596570840547,3.3470878470994956,34.38,3.0,2.98,2.85,1.2384257432731834e+35
PSR_J0030_Riley,NICER,1.2161754204811233,12.340406282099059,0.1455247958132197,1294.766329019698,3.1121913968541963,34.38,3.0,2.98,2.85,1.2161754204811232e+35
PSR_J0030_Riley,NICER,1.2554413170794039,11.764446545098604,0.15757784306365405,785.5207007225379,2.8951576344315106,34.38,3.0,2.98,2.85,1.2554413170794038e+35
PSR_J0030_Riley,NICER,1.3767449856663085,12.127015348323201,0.16763697332353508,510.4843447586761,2.7079824279328752,34.38,3.0,2.98,2.85,1.3767449856663086e+35
PSR_J0030_Riley,NICER,1.3748074906036456,11.044703007278079,0.1838053221836853,264.1861301341098,2.421910013262086,34.38,3.0,2.98,2.85,1.3748074906036455e+35
PSR_J0030_Riley,NICER,1.2322333668121346,12.464535775531376,0.14597789305616032,1264.2295537744994,3.1018259385713685,34.38,3.0,2.98,2.85,1.2322333668121346e+35
PSR_J0030_Riley,NICER,1.5613034325424329,13.696308566682323,0.1683270908429843,504.9846772489913,2.7032782005203058,34.38,3.0,2.98,2.85,1.5613034325424327e+35
PSR_J0030_Riley,NICER,1.3371475688145968,11.55709123066652,0.17084451190691038,461.71691030054967,2.6643757808013624,34.38,3.0,2.98,2.85,1.3371475688145968e+35
PSR_J0030_Riley,NICER,1.2967012041619794,13.081126344388803,0.1463743598436989,1173.8881102757687,3.0696267038915113,34.38,3.0,2.98,2.85,1.2967012041619793e+35
PSR_J0030_Riley,NICER,1.4179019771361758,14.472649749952964,0.14466663877411468,1307.6628928820878,3.1164958000811582,34.38,3.0,2.98,2.85,1.4179019771361758e+35
PSR_J0030_Riley,NICER,1.4002567583148413,13.50366559046778,0.15311799654027788,909.9528697219265,2.9590188989697075,34.38,3.0,2.98,2.85,1.4002567583148412e+35
PSR_J0030_Riley,NICER,1.3736138722715625,12.724481260899065,0.15940238555470423,725.2260889770843,2.8604734188307903,34.38,3.0,2.98,2.85,1.3736138722715624e+35
PSR_J0030_Riley,NICER,1.22404853242168,12.738186700397785,0.14189309525489063,1514.0329814782526,3.1801353358760727,34.38,3.0,2.98,2.85,1.2240485324216801e+35
PSR_J0030_Riley,NICER,1.5576715411692563,13.813161449997988,0.16651487371830814,604.7870079583287,2.7816024530741505,34.38,3.0,2.98,2.85,1.5576715411692564e+35
PSR_J0030_Riley,NICER,1.2248978655667926,13.71316873222878,0.13189620289659829,2292.419163043375,3.3602940302032698,34.38,3.0,2.98,2.85,1.2248978655667925e+35
PSR_J0030_Riley,NICER,1.6684704399826509,11.780456971841577,0.20913494876344688,110.60210899660285,2.0437634083145593,34.38,3.0,2.98,2.85,1.668470439982651e+35
PSR_J0030_Riley,NICER,1.2500911031833968,10.267519917043723,0.17978205705056244,321.15931092089306,2.506720517422666,34.38,3.0,2.98,2.85,1.2500911031833967e+35
PSR_J0030_Riley,NICER,1.2261301007669454,12.88295285444764,0.140537224291236,1591.240626052809,3.201735858254466,34.38,3.0,2.98,2.85,1.2261301007669453e+35
PSR_J0030_Riley,NICER,1.621425625882383,13.802987413913959,0.17345793645454247,406.2769700752472,2.6088222049188063,34.38,3.0,2.98,2.85,1.6214256258823828e+35
PSR_J0030_Riley,NICER,1.2052377992977463,13.275707047232482,0.13405571037201686,1930.5350730138853,3.285677696080777,34.38,3.0,2.98,2.85,1.2052377992977462e+35
PSR_J0030_Riley,NICER,1.614718814878153,14.06635613882948,0.16950617807375598,475.06076751154,2.6767491660605796,34.38,3.0,2.98,2.85,1.614718814878153e+35
PSR_J0030_Riley,NICER,1.0830298206363684,14.266953230290225,0.11209323736806448,5597.485605784405,3.747992985442414,34.38,3.0,2.98,2.85,1.0830298206363684e+35
PSR_J0030_Riley,NICER,1.5256724467960194,10.876408192386478,0.2071314472541764,120.00067302112402,2.079183681785464,34.38,3.0,2.98,2.85,1.5256724467960194e+35
PSR_J0030_Riley,NICER,1.3407865549577276,12.764027682829454,0.15511083787179278,837.4706360705692,2.9229695884657954,34.38,3.0,2.98,2.85,1.3407865549577276e+35
PSR_J0030_Riley,NICER,1.4334274898521249,11.482236506210018,0.1843399544589781,276.6678756205068,2.4419587353943677,34.38,3.0,2.98,2.85,1.4334274898521247e+35
PSR_J0030_Riley,NICER,1.358044344756785,13.301604659167563,0.15075792468656102,1058.5881377913975,3.024727023113965,34.38,3.0,2.98,2.85,1.358044344756785e+35
PSR_J0030_Riley,NICER,1.1713036862243198,10.945768703654036,0.1580132399968515,811.4244655274983,2.909248098122319,34.38,3.0,2.98,2.85,1.1713036862243197e+35
PSR_J0030_Riley,NICER,1.389847101796939,11.849240482959964,0.173199545103579,455.2337328909425,2.658234435868556,34.38,3.0,2.98,2.85,1.389847101796939e+35
PSR_J0030_Riley,NICER,1.357351195143929,14.066191761673402,0.1424905066905887,1445.3610941584225,3.1599763603171485,34.38,3.0,2.98,2.85,1.357351195143929e+35
PSR_J0030_Riley,NICER,1.6491121887322981,14.728641968809686,0.16533230907774388,564.5580428911409,2.751708598894245,34.38,3.0,2.98,2.85,1.6491121887322981e+35
PSR_J0030_Riley,NICER,1.4857356426431534,13.45218234202292,0.16308688272046637,666.7905782118744,2.823989454594028,34.38,3.0,2.98,2.85,1.4857356426431534e+35
PSR_J0030_Riley,NICER,1.1952614809129845,13.498959178998206,0.13074734383299824,2515.839498436253,3.400682931222004,34.38,3.0,2.98,2.85,1.1952614809129844e+35
PSR_J0030_Riley,NICER,1.076189077036533,11.34925271043436,0.14002047553893834,1436.1670681522787,3.1572049639705138,34.38,3.0,2.98,2.85,1.076189077036533e+35
PSR_J0030_Riley,NICER,1.2995889748333165,13.535173594165357,0.14177916787601486,1595.8763855664254,3.202999248452356,34.38,3.0,2.98,2.85,1.2995889748333164e+35
PSR_J0030_Riley,NICER,1.3511142170629664,14.582907877406987,0.1368101019330666,1708.0732220334323,3.2325064841770264,34.38,3.0,2.98,2.85,1.3511142170629664e+35
PSR_J0030_Riley,NICER,1.084492634096727,12.64612014626889,0.12663085463802143,2924.7094303570057,3.466082725440088,34.38,3.0,2.98,2.85,1.084492634096727e+35
PSR_J0030_Riley,NICER,1.3350957877858862,10.332441584954143,0.19080058501864028,219.24827788385747,2.3409361908249644,34.38,3.0,2.98,2.85,1.3350957877858862e+35
PSR_J0030_Riley,NICER,1.1443295749242721,13.480123431154546,0.12535090921136574,3095.445608162026,3.49072317718025,34.38,3.0,2.98,2.85,1.144329574924272e+35
PSR_J0030_Riley,NICER,1.1990180320508967,12.119053045062802,0.14609227867341845,1173.3547115073359,3.0694293215468966,34.38,3.0,2.98,2.85,1.1990180320508967e+35
PSR_J0030_Riley,NICER,1.3305981354090244,13.808413668576424,0.14228966483934988,1381.1408883853462,3.1402379826535105,34.38,3.0,2.98,2.85,1.3305981354090243e+35
PSR_J0030_Riley,NICER,1.4156069773276767,12.100203738871693,0.17275087133726413,412.6974676942768,2.6156318040609,34.38,3.0,2.98,2.85,1.4156069773276766e+35
PSR_J0030_Riley,NICER,1.3239454460068165,11.51947132921772,0.16971013418054562,469.315884718913,2.67146525382686,34.38,3.0,2.98,2.85,1.3239454460068165e+35
PSR_J0030_Riley,NICER,1.1603183161116728,14.969433902853849,0.11445690701644859,5038.761241623164,3.702323780085833,34.38,3.0,2.98,2.85,1.1603183161116727e+35
PSR_J0030_Riley,NICER,1.2350411738011122,12.956076897344357,0.14075964221664866,1541.1116782948236,3.1878341114697495,34.38,3.0,2.98,2.85,1.2350411738011121e+35
PSR_J0030_Riley,NICER,1.3068545600700165,13.41629170504994,0.14383513991091573,1412.9314483504525,3.150121091554623,34.38,3.0,2.98,2.85,1.3068545600700165e+35
PSR_J0030_Riley,NICER,1.260424827858421,12.047809023258619,0.15448243616157156,866.6424170435781,2.937839941376345,34.38,3.0,2.98,2.85,1.2604248278584208e+35
PSR_J0030_Riley,NICER,0.9947118252896623,10.967530278471665,0.13392408066371436,2220.9349050950486,3.3465358297000662,34.38,3.0,2.98,2.85,9.947118252896623e+34
PSR_J0030_Riley,NICER,1.5867451570251927,12.423608554510166,0.1885947753427233,245.41422534425496,2.3898997328386513,34.38,3.0,2.98,2.85,1.5867451570251927e+35
PSR_J0030_Riley,NICER,1.3866875231815305,16.250712929723523,0.12600170573197755,3117.129507563606,3.49375484631015,34.38,3.0,2.98,2.85,1.3866875231815304e+35
